id,time,value
trend,2006-01-01,48.166071683796986
trend,2006-01-02,48.1648006770701
trend,2006-01-03,48.163529670343216
trend,2006-01-04,48.16225866361632
trend,2006-01-05,48.16098765688943
trend,2006-01-06,48.15971665016255
trend,2006-01-07,48.15844564343566
trend,2006-01-08,48.157174636708774
trend,2006-01-09,48.15590362998189
trend,2006-01-10,48.154632623255
trend,2006-01-11,48.15336161652811
trend,2006-01-12,48.15209060980122
trend,2006-01-13,48.15081960307434
trend,2006-01-14,48.14954859634745
trend,2006-01-15,48.148277589620555
trend,2006-01-16,48.147006582893674
trend,2006-01-17,48.145735576166786
trend,2006-01-18,48.1444645694399
trend,2006-01-19,48.14319356271301
trend,2006-01-20,48.14192255598613
trend,2006-01-21,48.14065154925923
trend,2006-01-22,48.139380542532344
trend,2006-01-23,48.13810953580546
trend,2006-01-24,48.136838529078574
trend,2006-01-25,48.135567522351685
trend,2006-01-26,48.1342965156248
trend,2006-01-27,48.13302550889791
trend,2006-01-28,48.13175450217102
trend,2006-01-29,48.13048349544413
trend,2006-01-30,48.12921248871725
trend,2006-01-31,48.12794148199036
trend,2006-02-01,48.12667047526347
trend,2006-02-02,48.125399468536585
trend,2006-02-03,48.1241284618097
trend,2006-02-04,48.12285745508281
trend,2006-02-05,48.12158644835593
trend,2006-02-06,48.12031544162903
trend,2006-02-07,48.11904443490214
trend,2006-02-08,48.117773428175255
trend,2006-02-09,48.116502421448374
trend,2006-02-10,48.115231414721485
trend,2006-02-11,48.1139604079946
trend,2006-02-12,48.11268940126771
trend,2006-02-13,48.11141839454082
trend,2006-02-14,48.11014738781393
trend,2006-02-15,48.10887638108705
trend,2006-02-16,48.10760537436016
trend,2006-02-17,48.106334367633266
trend,2006-02-18,48.10506336090638
trend,2006-02-19,48.1037923541795
trend,2006-02-20,48.10252134745261
trend,2006-02-21,48.10125034072572
trend,2006-02-22,48.09997933399884
trend,2006-02-23,48.09870832727194
trend,2006-02-24,48.097437320545055
trend,2006-02-25,48.09616631381817
trend,2006-02-26,48.094895307091285
trend,2006-02-27,48.0936243003644
trend,2006-02-28,48.0923532936375
trend,2006-03-01,48.09108228691062
trend,2006-03-02,48.08981128018373
trend,2006-03-03,48.08854027345684
trend,2006-03-04,48.08726926672996
trend,2006-03-05,48.08599826000307
trend,2006-03-06,48.08472725327618
trend,2006-03-07,48.08345624654929
trend,2006-03-08,48.08218523982241
trend,2006-03-09,48.08091423309552
trend,2006-03-10,48.07964322636863
trend,2006-03-11,48.07837221964174
trend,2006-03-12,48.077101212914855
trend,2006-03-13,48.075830206187966
trend,2006-03-14,48.074559199461085
trend,2006-03-15,48.073288192734196
